iter	Logloss
0	0.6204638376
1	0.5602023779
2	0.4987363044
3	0.4506559353
4	0.4013051464
5	0.3671169997
6	0.3345678957
7	0.2995761695
8	0.277407298
9	0.2528391271
10	0.2331369769
11	0.2181056949
12	0.2006868323
13	0.1885857596
14	0.1763872688
15	0.163034582
16	0.1502145815
17	0.1398026985
18	0.1320076679
19	0.1240417294
20	0.1165088941
21	0.1093449855
22	0.1030181137
23	0.09714011546
24	0.09223354141
25	0.08751163993
26	0.08381900338
27	0.07899198157
28	0.07611205983
29	0.07285895919
30	0.0702240139
31	0.06744913578
32	0.06523529614
33	0.06229378178
34	0.06035489019
35	0.05816379984
36	0.05605617992
37	0.05314229661
38	0.05149844955
39	0.05000978924
40	0.0483435768
41	0.04658920603
42	0.04556834451
43	0.04386665334
44	0.04241081868
45	0.040992508
46	0.03970275218
47	0.0387699248
48	0.03804368706
49	0.0370330701
50	0.03639421728
51	0.0351607441
52	0.03452290086
53	0.0336718545
54	0.03292764563
55	0.03188218905
56	0.03110548196
57	0.03025186488
58	0.02961027659
59	0.02881451178
60	0.02826686743
61	0.02741586942
62	0.02677458139
63	0.02617133317
64	0.02579786134
65	0.02533875112
66	0.02479305937
67	0.02427564679
68	0.02389377217
69	0.02323435878
70	0.022748346
71	0.0225354707
72	0.02212341035
73	0.02164379294
74	0.02126316867
75	0.02094444043
76	0.02060106569
77	0.02022074208
78	0.01986555041
79	0.01954043287
80	0.01926798842
81	0.01897196941
82	0.0184913182
83	0.01815072162
84	0.01794511536
85	0.0174879025
86	0.01729707482
87	0.01702176852
88	0.01675688261
89	0.01652226542
90	0.01624851538
91	0.0159970146
92	0.01573236255
93	0.0154332156
94	0.01515823073
95	0.01496406819
96	0.01473530561
97	0.01455183068
98	0.01445256127
99	0.01424642448
100	0.01406882287
101	0.01382446622
102	0.0136209968
103	0.01351826918
104	0.01327269959
105	0.01298129425
106	0.01277766226
107	0.01254004518
108	0.0123835148
109	0.01227984446
110	0.01205598059
111	0.01188437709
112	0.01162255877
113	0.01142887512
114	0.01127767363
115	0.01106281653
116	0.01089767328
117	0.01070816903
118	0.01054894937
119	0.01040121894
120	0.01022327412
121	0.01008239629
122	0.009995145313
123	0.009888808425
124	0.009801151149
125	0.009681554066
126	0.009565536827
127	0.009420349434
128	0.009326838795
129	0.009253640842
130	0.0091337834
131	0.00902450404
132	0.008907426475
133	0.008810551539
134	0.008706708535
135	0.008662473034
136	0.008577047966
137	0.008497934849
138	0.008357881773
139	0.00824232298
140	0.008123469288
141	0.008072169948
142	0.008038843823
143	0.007943331774
144	0.007807107003
145	0.007709889961
146	0.007666488401
147	0.007580069242
148	0.007508500192
149	0.007450778845
150	0.007351836505
151	0.007292666708
152	0.007209462351
153	0.007123070688
154	0.007062170985
155	0.006984427962
156	0.006900557904
157	0.006848208025
158	0.006753946094
159	0.006672550154
160	0.006644470858
161	0.006614930747
162	0.006557193781
163	0.006468985631
164	0.006442694834
165	0.006386929895
166	0.006275472951
167	0.00624606753
168	0.006225928114
169	0.006189134316
170	0.006160238607
171	0.006112343271
172	0.006088781599
173	0.006040117316
174	0.005992399154
175	0.005969039553
176	0.005923268271
177	0.005877791723
178	0.005861248179
179	0.005839174984
180	0.005833375333
181	0.005829424723
182	0.005806140054
183	0.005780965068
184	0.005742787261
185	0.005700632663
186	0.005664764314
187	0.005657696579
188	0.005609751411
189	0.005539169266
190	0.005461218587
191	0.005446300301
192	0.005411904018
193	0.00538064672
194	0.005324517807
195	0.005291971519
196	0.005262754377
197	0.005192307303
198	0.005163744003
199	0.005129038641
200	0.005115678426
201	0.005083172937
202	0.005047039969
203	0.004990426241
204	0.004978812267
205	0.004964643437
206	0.004951646973
207	0.004921065556
208	0.004909159284
209	0.004898001615
210	0.004862896285
211	0.004851851295
212	0.004838175463
213	0.004795746605
214	0.004792913089
215	0.004781842715
216	0.004755325992
217	0.004722450648
218	0.004714231183
219	0.004698161977
220	0.004669528216
221	0.00466005733
222	0.004650597579
223	0.004619077063
224	0.004577130732
225	0.004568471654
226	0.004559710406
227	0.004520496405
228	0.004484114876
229	0.00445696728
230	0.004448294144
231	0.004427792537
232	0.004420723472
233	0.00441295159
234	0.004405429783
235	0.004377874506
236	0.004371338659
237	0.004343099249
238	0.004335928107
239	0.004329345032
240	0.004322486518
241	0.004315306967
242	0.004309470877
243	0.00427111886
244	0.004264500788
245	0.004248906323
246	0.004242538725
247	0.004199073282
248	0.004172996072
249	0.004166750507
250	0.004160687319
251	0.00415536154
252	0.004149568382
253	0.004144231435
254	0.004138958996
255	0.004105916067
256	0.004100820917
257	0.004095394657
258	0.004090464516
259	0.004085377223
260	0.004080837525
261	0.004076184548
262	0.004071799462
263	0.004067488558
264	0.00406324981
265	0.004058698344
266	0.004054599776
267	0.004049991358
268	0.004046167794
269	0.004042267455
270	0.004038418384
271	0.00402807768
272	0.004023872422
273	0.004020184416
274	0.004016552242
275	0.004012974542
276	0.004009343853
277	0.004006046084
278	0.003992948614
279	0.003989566094
280	0.00397176018
281	0.003943818999
282	0.003932865285
283	0.003929259865
284	0.003925971717
285	0.003898169368
286	0.003895166302
287	0.00389186901
288	0.003868837433
289	0.003865784148
290	0.003862878434
291	0.003842129007
292	0.003838786672
293	0.003836007001
294	0.003833262506
295	0.003800052716
296	0.003796516469
297	0.003793581559
298	0.003764223708
299	0.003738685093
300	0.003735846551
301	0.003715346066
302	0.003697681797
303	0.003695200285
304	0.003692409776
305	0.003671396134
306	0.00366880056
307	0.003666251715
308	0.003641879773
309	0.003623104191
310	0.003596991053
311	0.00359476563
312	0.003576710515
313	0.003551175834
314	0.003518004902
315	0.003515584218
316	0.003513059562
317	0.003510588555
318	0.003508282675
319	0.00348391342
320	0.003481500585
321	0.003479115009
322	0.003445990286
323	0.003443976957
324	0.003423787954
325	0.003421715094
326	0.003419334418
327	0.003417066881
328	0.003415045503
329	0.003412828986
330	0.003407937909
331	0.003405791073
332	0.003384449058
333	0.003368293974
334	0.00335356077
335	0.00335153101
336	0.00334962527
337	0.00334779832
338	0.003345814276
339	0.003344021098
340	0.003331652341
341	0.003309728461
342	0.003307991968
343	0.003306087226
344	0.003302255693
345	0.003280979091
346	0.003279099342
347	0.00327725037
348	0.003256565112
349	0.003245719366
350	0.003228876712
351	0.00322172812
352	0.003219566422
353	0.003200552185
354	0.00318133668
355	0.003151404405
356	0.003132785736
357	0.003131057236
358	0.003119361155
359	0.003089151059
360	0.003077913536
361	0.00306875354
362	0.003044875463
363	0.003043352685
364	0.003025481697
365	0.003023764933
366	0.003009441975
367	0.003008041212
368	0.002997628223
369	0.002993694741
370	0.002976458109
371	0.002974850544
372	0.002945199307
373	0.002943523451
374	0.002941968778
375	0.002925349433
376	0.002920331354
377	0.002918764137
378	0.002917355439
379	0.002915807461
380	0.002914254281
381	0.002912882006
382	0.002911367232
383	0.002910018741
384	0.002898004088
385	0.00289654388
386	0.002884255276
387	0.002882821778
388	0.002866961734
389	0.00286551155
390	0.002864118408
391	0.002862443101
392	0.002846762938
393	0.002834961703
394	0.002833617787
395	0.002832236879
396	0.002810471944
397	0.00280766339
398	0.002801926687
399	0.002800336789
400	0.002799021879
401	0.00279766637
402	0.002796072805
403	0.002794515296
404	0.002793186701
405	0.002792033847
406	0.002790752817
407	0.002789617794
408	0.002788547024
409	0.002787326967
410	0.002786022436
411	0.002784918773
412	0.002783824347
413	0.002782577445
414	0.002781379039
415	0.002780214189
416	0.002779148291
417	0.002778116177
418	0.002776974998
419	0.002775990409
420	0.002774954248
421	0.002773532906
422	0.002772567063
423	0.002760858657
424	0.002759773925
425	0.002758709016
426	0.002757608431
427	0.002756620152
428	0.00275564
429	0.002746620555
430	0.002745707885
431	0.00274474776
432	0.002729997186
433	0.002728939561
434	0.002727818179
435	0.002726807942
436	0.002725877017
437	0.002711459105
438	0.00271053726
439	0.002696426591
440	0.002677462861
441	0.00267644073
442	0.002650189645
443	0.002635630138
444	0.00263470523
445	0.002614543326
446	0.002605976281
447	0.002604911998
448	0.002604162752
449	0.00260318423
450	0.002602151628
451	0.002601324641
452	0.002600454356
453	0.002599588926
454	0.002591951068
455	0.0025910951
456	0.002590147764
457	0.002587780174
458	0.002586607715
459	0.00258577151
460	0.002584941308
461	0.002583789626
462	0.002571036246
463	0.002570218706
464	0.002569407024
465	0.002568513928
466	0.002567707398
467	0.002566911663
468	0.002566011552
469	0.002565091097
470	0.002564231424
471	0.00254539801
472	0.002544497252
473	0.002543664488
474	0.002542831569
475	0.002542007945
476	0.00254117526
477	0.002528953682
478	0.002527859098
479	0.00252705806
480	0.002526263821
481	0.002525567421
482	0.002524550719
483	0.002523811087
484	0.00252298953
485	0.002522181874
486	0.00252141724
487	0.002520694149
488	0.002519976495
489	0.002519233336
490	0.002518254363
491	0.00251754458
492	0.002516843504
493	0.002508618999
494	0.002507926646
495	0.002495991189
496	0.002495207376
497	0.002471303502
498	0.002470349776
499	0.002458928972
500	0.002458187113
